129 794.753052 192.168.1.9 1230 216.239.41.99 80 787 9 7 2245 5 2 3032 14 861.959717 67.206665 S2F2G0 891 2301
130 798.348694 192.168.1.9 1232 128.183.17.121 80 302 6 5 4765 6 2 5067 12 798.890198 0.541504 S2F1G0 -1318513 4262
131 799.154297 192.168.1.9 1233 128.183.17.121 80 -100 43 42 61306 45 2 61206 88 800.458313 1.304016 S2F1G0 -1319312 60759
132 808.175537 192.168.1.9 1234 128.183.17.121 80 -288 59 58 94178 69 2 93890 128 809.571106 1.395569 S2F1G0 -1328232 92068
133 822.300415 192.168.1.9 1235 128.183.17.121 80 572 8 6 4765 6 2 5337 14 822.682007 0.381592 S2F1G0 -1342255 4262
134 830.177307 192.168.1.9 1237 66.163.171.147 80 226 13 12 16454 14 2 16680 27 830.579224 0.401917 S2F2G0 378 16060
135 830.770264 192.168.1.9 1239 209.249.114.20 80 653 7 5 2805 6 3 3458 13 833.479370 2.709106 S2X0G0 -1350676 -463159045
136 831.290100 192.168.1.9 1241 66.163.171.149 80 298 6 5 3286 5 2 3584 11 831.541199 0.251099 S2F1G0 -1351196 3342
137 832.239136 192.168.1.9 1242 66.163.171.149 80 274 8 7 3810 5 2 4084 13 832.627014 0.387878 S2F1G0 -1352146 3866
138 832.244751 192.168.1.9 1243 66.163.171.149 80 274 8 7 2247 4 2 2521 12 832.701111 0.456360 S2F1G0 -1352151 2291
139 832.948853 192.168.1.9 1244 66.163.171.149 80 295 7 6 6534 6 1 6829 13 833.274170 0.325317 S2F1G0 -1352855 5840
140 839.527588 192.168.1.9 1246 66.163.171.148 80 336 7 6 2922 6 3 3258 13 840.707092 1.179504 S2F2G0 -1359351 2990
141 840.073669 192.168.1.9 1247 66.163.171.149 80 1019 13 10 11684 10 1 12703 23 840.416138 0.342468 S3F1G0 -1359895 11680
142 857.707520 192.168.1.9 1248 66.163.171.147 80 188 13 12 16418 14 2 16606 27 858.149780 0.442261 S2F2G0 340 16060
143 884.676636 192.168.1.9 1250 63.247.142.190 80 259 8 7 8008 8 2 8267 16 887.082520 2.405884 S2F1G0 -1404119 7300
144 902.690796 192.168.1.9 1251 63.247.142.190 80 389 8 7 5006 7 2 5395 15 903.184570 0.493774 S2F2G0 -1421978 4380
145 903.907776 192.168.1.9 1252 63.247.142.190 80 356 5 4 2285 5 3 2641 10 904.138550 0.230774 S2F1G0 -1423190 2341
